CUSTOMER_ID,TERMINAL_ID,TX_AMOUNT,TX_FRAUD,DAY,MONTH,YEAR,HOUR,MINUTE
3974,1137,97.53,0,2,4,2018,7,38
1288,1475,17.29,0,5,4,2018,10,56
4887,4419,69.02,0,7,4,2018,14,38
3122,2837,4.37,0,4,4,2018,10,22
4050,7288,43.27,0,4,4,2018,7,39
1467,3452,48.45,0,4,4,2018,12,16
4707,8552,22.14,0,6,4,2018,8,12
1959,6427,77.26,0,6,4,2018,12,39
3923,472,32.58,0,7,4,2018,18,43
1107,5885,10.18,0,4,4,2018,8,19
891,541,66.33,0,2,4,2018,2,42
1636,448,10.55,0,4,4,2018,18,40
2494,1227,112.94,0,4,4,2018,12,13
3813,3200,20.65,0,6,4,2018,11,6
472,2523,107.57,0,5,4,2018,11,43
1851,1564,86.16,0,1,4,2018,10,52
42,333,40.19,0,5,4,2018,8,46
2890,8790,46.18,0,6,4,2018,14,37
3098,8083,20.63,0,6,4,2018,20,26
336,8076,20.82,0,4,4,2018,21,14
134,1644,69.6,0,1,4,2018,5,52
4882,9908,6.29,0,3,4,2018,16,21
3963,4090,46.26,0,3,4,2018,10,50
3084,6706,21.6,0,4,4,2018,15,57
474,7409,8.4,0,1,4,2018,17,57
4318,4840,92.07,0,3,4,2018,11,11
4075,7238,35.11,0,1,4,2018,9,47
301,5671,1.71,0,7,4,2018,11,51
1516,5423,24.49,0,2,4,2018,17,6
1680,3637,7.95,0,1,4,2018,12,17
2558,6958,58.99,0,3,4,2018,13,55
1965,6990,32.05,0,1,4,2018,18,17
3094,1911,5.33,0,6,4,2018,18,8
2141,9018,12.49,0,6,4,2018,11,23
3739,2574,38.34,0,1,4,2018,10,33
605,8833,29.86,0,7,4,2018,19,51
4654,5135,5.6,0,1,4,2018,19,8
6,468,19.33,0,2,4,2018,12,43
1310,2403,50.11,0,4,4,2018,21,59
840,6551,5.84,0,1,4,2018,11,14
116,1772,60.64,0,3,4,2018,15,49
3746,2340,8.35,0,5,4,2018,13,11
938,1735,35.99,0,4,4,2018,7,14
1001,2070,12.77,0,6,4,2018,14,11
1055,8661,66.33,0,5,4,2018,17,43
4158,1683,22.43,0,2,4,2018,15,0
120,3796,18.48,0,1,4,2018,10,58
714,9211,31.88,0,3,4,2018,3,45
4765,8473,68.91,0,4,4,2018,12,50
571,7855,77.84,0,4,4,2018,12,21
173,4001,30.64,0,5,4,2018,19,0
1525,963,109.26,0,3,4,2018,9,49
160,7980,91.64,0,4,4,2018,18,10
2820,7684,59.33,0,7,4,2018,13,0
2699,8070,48.25,0,2,4,2018,11,20
3334,1594,129.91,0,1,4,2018,18,9
246,866,130.57,0,6,4,2018,3,41
4391,5933,82.72,0,6,4,2018,7,47
418,3401,107.71,0,5,4,2018,11,25
2901,3028,30.96,0,2,4,2018,1,35
4646,5769,65.05,0,5,4,2018,10,12
4931,2019,55.8,0,6,4,2018,1,26
66,7575,45.56,0,3,4,2018,9,2
2891,4209,225.0,1,5,5,2018,6,29
4942,5388,120.69,0,6,4,2018,11,0
769,3504,62.08,0,7,4,2018,5,32
1627,8473,4.79,0,1,4,2018,3,22
1997,3960,55.12,0,3,4,2018,14,0
139,3705,82.32,0,2,4,2018,21,36
3070,5733,63.75,0,3,4,2018,14,3
1811,8551,68.35,0,2,4,2018,11,18
2409,7515,19.26,0,5,4,2018,12,7
2035,9540,86.75,0,5,4,2018,14,14
2241,5099,70.95,0,3,4,2018,19,54
2598,7069,17.53,0,4,4,2018,15,18
2321,6976,70.77,0,2,4,2018,8,34
350,4300,39.51,0,7,4,2018,13,35
3272,3321,14.25,0,5,4,2018,14,3
1470,2399,8.75,0,6,4,2018,9,5
473,8971,5.89,0,7,4,2018,6,47
3297,7668,2.28,0,4,4,2018,15,19
1053,713,34.79,0,5,4,2018,14,1
263,7814,85.08,0,1,4,2018,16,42
454,1841,62.74,0,4,4,2018,13,41
2985,1936,67.83,0,6,4,2018,12,19
3874,7777,25.39,0,1,4,2018,20,57
4792,9499,74.52,0,1,4,2018,10,34
159,6253,31.33,0,4,4,2018,15,36
1456,3585,63.82,0,3,4,2018,12,1
4446,4612,42.98,0,7,4,2018,16,51
1450,6538,68.79,0,3,4,2018,12,0
3017,8506,40.88,0,5,4,2018,14,11
166,7751,69.91,0,5,4,2018,5,53
55,3925,25.08,0,1,4,2018,13,26
3693,4629,113.91,0,4,4,2018,19,38
1622,8037,41.23,0,6,4,2018,17,55
1132,1211,54.88,0,6,4,2018,10,35
1517,9447,24.57,0,3,4,2018,17,23
448,7318,84.2,0,3,4,2018,12,53
947,3867,91.98,0,5,4,2018,15,43
34,2745,86.68,0,4,4,2018,5,0
3141,1396,73.29,0,5,4,2018,3,20
4317,6265,21.09,0,1,4,2018,8,7
424,8144,9.71,0,7,4,2018,13,0
1833,2613,65.97,0,2,4,2018,12,59
3500,744,2.67,0,4,4,2018,12,33
1970,2803,5.94,0,6,4,2018,7,27
4621,3444,32.0,0,2,4,2018,9,17
4510,7221,28.03,0,3,4,2018,13,29
894,9169,33.25,0,6,4,2018,15,20
2608,876,40.5,0,2,4,2018,17,6
3133,4891,53.54,0,3,4,2018,9,30
353,2155,45.61,0,3,4,2018,7,10
2917,9078,43.16,0,1,4,2018,6,29
4316,7725,29.7,0,7,4,2018,0,18
1278,1645,81.34,0,1,4,2018,12,29
4427,1114,55.78,0,7,4,2018,14,15
925,5932,23.13,0,5,4,2018,15,45
1097,9630,87.94,0,3,4,2018,15,19
909,2865,12.86,0,1,4,2018,8,18
2392,6437,32.93,0,7,4,2018,14,15
4711,7674,16.65,0,7,4,2018,13,1
450,1407,154.28,0,1,4,2018,7,59
1834,2630,58.63,0,1,4,2018,8,35
335,2606,40.72,0,3,4,2018,16,6
162,3237,53.25,0,4,4,2018,4,46
4054,4605,2.61,0,3,4,2018,6,34
2673,3669,43.38,0,6,4,2018,14,50
149,8282,55.46,0,5,4,2018,13,24
3487,1488,20.21,0,6,4,2018,4,4
1909,1850,63.53,0,3,4,2018,10,20
4906,7407,83.52,0,4,4,2018,0,47
388,1947,9.75,0,5,4,2018,11,10
35,1607,73.54,0,1,4,2018,18,22
1491,2892,16.36,0,3,4,2018,4,43
1165,224,136.99,0,7,4,2018,10,42
1724,1371,34.37,0,7,4,2018,2,38
2057,2547,24.07,0,5,4,2018,7,34
3056,9932,18.33,0,4,4,2018,15,30
2834,5479,5.22,0,4,4,2018,12,24
374,7922,12.12,0,3,4,2018,10,40
3696,6792,20.44,0,2,4,2018,15,36
2024,5341,90.56,0,6,4,2018,13,57
3232,5630,1.21,0,2,4,2018,17,38
775,6217,9.98,0,6,4,2018,8,17
3186,5548,78.97,0,7,4,2018,10,36
3795,5798,74.29,0,3,4,2018,2,4
14,1052,63.93,0,1,4,2018,12,5
3539,5487,49.13,0,7,4,2018,2,58
4903,1285,37.17,0,1,4,2018,10,50
891,541,64.07,0,5,4,2018,7,28
842,943,23.24,0,2,4,2018,13,22
355,7944,27.28,0,6,4,2018,4,24
1360,7899,43.2,0,6,4,2018,13,5
3030,4644,30.15,0,6,4,2018,8,9
3605,8488,10.59,0,7,4,2018,7,12
1481,1379,50.35,0,6,4,2018,19,17
4342,7827,35.07,0,4,4,2018,4,30
899,3084,121.73,0,1,4,2018,7,49
4447,6809,8.57,0,3,4,2018,13,51
1323,6547,28.47,0,2,4,2018,15,38
3190,2471,54.22,0,3,4,2018,21,30
870,327,55.17,0,2,4,2018,12,22
395,4634,115.23,0,7,4,2018,17,13
4965,5048,119.81,0,6,4,2018,14,10
288,6885,108.58,0,4,4,2018,9,44
1494,401,25.15,0,4,4,2018,16,20
2886,323,22.38,0,3,4,2018,14,23
3894,165,47.57,0,6,4,2018,4,42
668,1639,46.68,0,5,4,2018,17,24
3184,7275,16.06,0,2,4,2018,16,40
2317,3649,36.29,0,5,4,2018,6,43
1165,9044,5.38,0,3,4,2018,5,51
1111,967,36.11,0,3,4,2018,14,7
3567,8485,74.7,0,3,4,2018,8,26
2352,1755,16.67,0,7,4,2018,11,54
771,1590,12.12,0,4,4,2018,7,7
4931,3552,28.01,0,4,4,2018,13,44
1354,1809,11.42,0,7,4,2018,12,29
1834,9138,140.57,0,6,4,2018,15,53
4135,7376,128.2,0,3,4,2018,5,48
149,8434,31.51,0,5,4,2018,7,5
4093,1323,56.49,0,1,4,2018,18,28
3946,3388,15.22,0,6,4,2018,15,48
2235,1516,24.07,0,6,4,2018,7,47
2241,7661,48.8,0,1,4,2018,18,36
938,7520,41.7,0,1,4,2018,8,54
2437,7232,72.81,0,1,4,2018,10,0
2960,9761,41.64,0,3,4,2018,16,17
1757,2991,37.06,0,5,4,2018,8,6
3972,3234,9.57,0,5,4,2018,9,22
1394,6045,36.06,0,5,4,2018,11,47
3311,2537,77.39,0,5,4,2018,4,37
2403,3922,38.89,0,3,4,2018,16,41
435,8638,50.92,0,2,4,2018,9,45
418,2448,110.97,0,1,4,2018,4,17
1059,1623,11.65,0,1,4,2018,13,27
2053,3171,41.69,0,1,4,2018,15,8
1494,7702,51.86,0,3,4,2018,8,1
1364,4316,52.36,0,7,4,2018,16,14
1113,1344,58.25,0,3,4,2018,7,29
3907,7186,65.46,0,3,4,2018,4,30
3285,7963,75.78,0,4,4,2018,12,25
485,1870,16.39,0,1,4,2018,12,10
624,7752,29.28,0,5,4,2018,6,52
1868,2327,36.32,0,7,4,2018,16,41
4612,1828,107.32,0,7,4,2018,6,34
1545,2648,100.2,0,3,4,2018,4,42
448,2566,51.33,0,1,4,2018,10,28
497,5314,28.38,0,4,4,2018,6,44
4011,3840,18.64,0,3,4,2018,8,35
2041,4953,45.32,0,6,4,2018,17,42
1111,5631,37.8,0,2,4,2018,6,47
4271,2051,95.9,0,1,4,2018,16,34
4572,9112,96.07,0,6,4,2018,16,12
3001,7414,64.28,0,5,4,2018,10,12
1724,9619,16.99,0,4,4,2018,10,19
2511,8609,10.05,0,4,4,2018,15,45
345,5848,101.96,0,7,4,2018,5,36
1429,946,25.73,0,3,4,2018,11,14
2321,9082,40.7,0,1,4,2018,20,59
1523,1404,53.14,0,2,4,2018,6,31
330,7749,5.86,0,7,4,2018,5,31
4333,1107,87.28,0,2,4,2018,11,44
292,6459,51.76,0,6,4,2018,8,21
4811,3857,26.55,0,5,4,2018,13,19
1814,3675,99.42,0,7,4,2018,11,43
642,8641,40.59,0,4,4,2018,14,52
1574,7704,72.71,0,3,4,2018,13,26
3108,7772,3.25,0,4,4,2018,6,25
1239,763,36.44,0,1,4,2018,11,6
3152,1678,20.33,0,6,4,2018,16,42
182,8502,27.71,0,6,4,2018,16,47
3790,5199,63.28,0,7,4,2018,6,1
998,825,8.69,0,5,4,2018,8,44
4683,820,14.21,0,3,4,2018,15,15
4908,2747,30.4,0,4,4,2018,17,31
364,1745,103.05,0,4,4,2018,8,6
1789,306,14.9,0,5,4,2018,8,37
4736,6207,66.56,0,6,4,2018,9,58
162,1110,27.48,0,1,4,2018,6,11
3059,4629,50.62,0,2,4,2018,18,39
1606,7479,31.38,0,1,4,2018,14,33
1534,2083,100.09,0,2,4,2018,11,36
1550,5931,5.85,0,6,4,2018,16,18
2335,9908,34.88,0,1,4,2018,8,23
4449,8014,76.6,0,1,4,2018,10,53
3010,8318,76.73,0,1,4,2018,4,10
2130,4509,73.73,0,3,4,2018,10,45
4796,5342,56.58,0,1,4,2018,12,1
3520,250,53.81,0,2,4,2018,6,34
2804,4316,90.73,0,7,4,2018,10,55
1072,7645,48.9,0,1,4,2018,4,32
4270,6205,106.65,0,3,4,2018,7,20
2766,6928,48.08,0,3,4,2018,15,45
1491,8816,10.11,0,5,4,2018,13,41
2996,9910,16.47,0,5,4,2018,3,20
3546,4184,47.09,0,5,4,2018,4,39
3169,8780,73.39,0,5,4,2018,15,9
4682,5660,41.62,0,6,4,2018,16,34
1276,4428,13.42,0,7,4,2018,15,49
3594,8296,74.96,0,3,4,2018,21,15
668,7227,43.08,0,6,4,2018,18,20
2759,6020,7.3,0,1,4,2018,11,35
1471,1996,15.44,0,5,4,2018,7,34
652,9511,128.39,0,5,4,2018,22,27
1134,1611,30.64,0,4,4,2018,15,55
4442,3670,33.18,0,2,4,2018,14,26
1033,2577,30.08,0,1,4,2018,13,19
4521,7345,14.43,0,4,4,2018,15,12
269,8066,51.69,0,5,4,2018,17,10
4627,7226,5.02,0,4,4,2018,16,27
3705,1399,84.36,0,7,4,2018,11,30
2965,75,236.0,1,19,4,2018,12,10
4863,6470,36.08,0,6,4,2018,12,56
2059,7567,78.41,0,1,4,2018,9,12
2617,2229,136.03,0,1,4,2018,9,44
4884,834,11.03,0,5,4,2018,4,45
2492,7009,35.86,0,5,4,2018,11,48
3161,2151,87.57,0,7,4,2018,11,0
4976,1278,55.04,0,4,4,2018,12,46
370,5195,2.68,0,1,4,2018,10,8
340,1888,34.76,0,4,4,2018,16,10
1320,8624,96.76,0,1,4,2018,12,44
3305,2601,72.25,0,2,4,2018,15,29
3143,9955,50.7,0,3,4,2018,6,42
1885,5137,39.42,0,1,4,2018,19,3
3301,2776,37.18,0,2,4,2018,7,52
4425,1775,11.53,0,6,4,2018,19,19
1110,9692,35.12,0,7,4,2018,6,1
2974,93,17.08,0,3,4,2018,13,37
2168,5457,101.14,0,7,4,2018,6,58
3838,2462,103.09,0,4,4,2018,5,34
3755,6461,52.51,0,1,4,2018,11,23
3067,1546,30.74,0,4,4,2018,13,46
2827,6059,37.32,0,1,4,2018,13,52
3236,6523,84.62,0,3,4,2018,14,26
90,8568,92.0,0,3,4,2018,22,18
3808,744,93.66,0,1,4,2018,17,11
1660,1783,14.39,0,2,4,2018,10,19
3615,4739,23.02,0,1,4,2018,0,53
3588,4573,24.72,0,5,4,2018,0,18
1152,1560,24.36,0,7,4,2018,19,36
1987,1821,118.48,0,4,4,2018,6,16
4674,2901,31.28,0,2,4,2018,13,15
4331,2862,102.18,0,6,4,2018,15,24
1265,9162,77.79,0,3,4,2018,7,39
946,915,74.46,0,1,4,2018,13,35
1916,949,4.61,0,6,4,2018,6,41
4590,376,40.4,0,4,4,2018,13,4
771,957,7.95,0,7,4,2018,13,44
4009,4114,161.39,0,3,4,2018,9,50
141,5313,86.83,0,6,4,2018,10,13
1968,1799,66.57,0,1,4,2018,7,52
1386,3228,87.02,0,7,4,2018,11,18
4554,4270,56.1,0,1,4,2018,14,26
2957,3061,43.55,0,7,4,2018,10,4
386,9736,67.94,0,1,4,2018,11,12
4043,7396,9.34,0,3,4,2018,5,4
3197,1865,66.75,0,6,4,2018,0,6
189,185,21.26,0,7,4,2018,5,47
2663,6665,50.64,0,1,4,2018,9,53
3503,3023,51.67,0,3,4,2018,10,57
3180,6229,63.19,0,1,4,2018,16,21
4947,31,45.59,0,1,4,2018,14,11
3431,2387,124.91,0,4,4,2018,7,5
4829,1359,78.42,0,1,4,2018,15,51
4007,7874,70.1,0,4,4,2018,9,27
1253,154,3.15,0,2,4,2018,13,56
527,6477,6.25,0,5,4,2018,9,8
4404,3844,56.02,0,7,4,2018,1,4
2796,1824,152.42,0,1,4,2018,11,52
4159,5066,6.85,0,5,4,2018,6,58
4214,910,44.23,0,1,4,2018,14,15
3223,3071,57.01,0,2,4,2018,5,14
3780,8430,125.94,0,4,4,2018,10,57
699,7938,91.7,0,4,4,2018,10,38
4661,7695,130.47,0,1,4,2018,9,17
925,7621,43.8,0,3,4,2018,14,43
655,6930,140.24,0,3,4,2018,8,21
2385,5040,25.36,0,3,4,2018,3,23
3834,6558,12.82,0,7,4,2018,18,29
4413,7404,28.78,0,4,4,2018,20,48
1008,1416,18.64,0,4,4,2018,14,26
1342,650,89.77,0,5,4,2018,21,5
621,4714,46.15,0,2,4,2018,17,5
819,9884,45.25,0,4,4,2018,3,14
2166,6866,12.42,0,7,4,2018,12,32
1415,8694,29.4,0,1,4,2018,12,0
4615,6351,31.5,0,2,4,2018,15,27
3450,2022,88.07,0,2,4,2018,18,29
3921,1003,29.82,0,3,4,2018,19,20
3889,2191,48.8,0,1,4,2018,18,25
2123,3664,19.12,0,5,4,2018,0,4
4362,7992,0.15,0,5,4,2018,9,22
1036,9106,94.42,0,6,4,2018,20,47
3314,1924,129.86,0,6,4,2018,9,36
541,6212,59.07,0,1,4,2018,0,13
774,175,30.59,0,3,4,2018,9,29
2760,5009,37.96,0,6,4,2018,10,41
2737,7513,67.0,0,4,4,2018,14,15
34,3879,28.69,0,6,4,2018,19,52
4288,3334,76.63,0,2,4,2018,11,22
1708,5472,37.68,0,1,4,2018,1,29
3182,8598,24.19,0,1,4,2018,13,14
2917,1273,92.15,0,7,4,2018,15,1
4838,2533,52.44,0,1,4,2018,18,9
2041,6309,59.18,0,1,4,2018,15,19
3539,9606,45.97,0,2,4,2018,9,3
4444,8100,136.74,0,4,4,2018,10,37
1376,5877,22.57,0,5,4,2018,7,38
3825,6267,66.84,0,4,4,2018,6,1
4592,951,80.97,0,1,4,2018,14,53
1402,7593,75.65,0,7,4,2018,10,34
1464,4647,163.51,0,5,4,2018,13,23
852,7414,118.19,0,3,4,2018,13,57
3960,6687,79.67,0,6,4,2018,8,59
4187,9432,39.41,0,5,4,2018,14,33
88,2238,36.15,0,7,4,2018,14,31
1391,3610,6.56,0,4,4,2018,4,24
4501,9007,12.93,0,1,4,2018,8,19
4735,4027,9.0,0,1,4,2018,15,33
863,5492,135.33,0,1,4,2018,2,34
626,1808,36.62,0,3,4,2018,14,21
2984,4612,106.88,0,2,4,2018,12,27
3991,1729,16.99,0,3,4,2018,16,38
684,4741,22.89,0,4,4,2018,2,27
3882,3016,59.97,0,7,4,2018,11,56
2855,3584,39.61,0,6,4,2018,10,49
3881,3265,37.18,0,5,4,2018,9,33
2952,8968,31.66,0,5,4,2018,14,52
4400,7276,21.01,0,3,4,2018,12,11
3098,1069,10.71,0,6,4,2018,12,32
3412,9298,179.13,0,6,4,2018,19,22
1586,8391,14.57,0,7,4,2018,9,56
3705,4687,48.06,0,7,4,2018,8,18
2719,5821,28.09,0,2,4,2018,9,56
3892,6702,93.49,0,4,4,2018,5,27
4606,6886,46.69,0,3,4,2018,11,19
25,4590,37.99,0,1,4,2018,11,15
2208,1995,76.09,0,5,4,2018,13,38
3258,970,63.79,0,6,4,2018,17,28
2247,4902,53.69,0,4,4,2018,11,49
958,5603,95.5,0,4,4,2018,20,37
771,8050,7.75,0,7,4,2018,12,51
1091,799,24.98,0,3,4,2018,15,12
3067,1885,64.84,0,1,4,2018,18,1
389,4199,46.0,0,2,4,2018,9,9
721,5476,126.32,0,1,4,2018,11,7
1,7049,50.26,0,3,4,2018,10,47
3944,4909,56.4,0,2,4,2018,16,20
3766,959,101.45,0,4,4,2018,20,55
4453,8159,79.18,0,1,4,2018,17,19
3976,9754,86.89,0,2,4,2018,13,24
4561,9602,68.31,0,7,4,2018,7,42
1101,4885,14.31,0,4,4,2018,8,23
2673,6594,13.69,0,7,4,2018,14,3
112,4754,50.57,0,2,4,2018,9,10
4128,5820,62.11,0,2,4,2018,11,4
4772,8654,120.8,0,4,4,2018,16,55
1074,6536,25.15,0,1,4,2018,15,33
4805,6963,6.92,0,6,4,2018,23,53
844,9205,75.03,0,4,4,2018,19,39
1904,934,11.36,0,5,4,2018,13,39
4948,1279,33.28,0,7,4,2018,2,9
2764,5084,14.03,0,5,4,2018,15,40
3561,652,2.14,0,7,4,2018,10,43
3198,8653,24.46,0,7,4,2018,16,35
406,6463,122.78,0,7,4,2018,13,4
4884,3410,34.66,0,3,4,2018,17,4
4170,8069,15.77,0,1,4,2018,7,31
2495,5977,71.63,0,5,4,2018,11,24
2708,6793,44.42,0,6,4,2018,12,23
4333,4294,145.47,0,5,4,2018,9,53
1579,5803,14.2,0,3,4,2018,9,46
4585,1501,44.05,0,4,4,2018,8,59
4683,70,12.53,0,7,4,2018,8,32
4937,6309,16.15,0,3,4,2018,15,38
2839,8363,105.06,0,6,4,2018,18,53
3582,9103,2.48,0,5,4,2018,0,59
4906,1775,50.72,0,5,4,2018,13,12
474,1420,6.73,0,4,4,2018,23,25
322,3753,36.27,0,2,4,2018,14,13
2275,5837,12.02,0,1,4,2018,19,15
952,5683,67.68,0,7,4,2018,12,9
2437,5282,93.09,0,1,4,2018,12,21
149,2531,72.84,0,1,4,2018,21,19
3838,3609,121.96,0,2,4,2018,11,25
117,6946,98.64,0,4,4,2018,14,31
3516,1720,115.54,0,2,4,2018,9,5
898,6611,12.99,0,1,4,2018,6,42
4756,8606,51.14,0,7,4,2018,11,13
1405,2151,8.9,0,3,4,2018,11,39
1196,2672,9.54,0,1,4,2018,22,27
2713,3478,13.68,0,4,4,2018,14,44
3061,6473,14.21,0,5,4,2018,12,59
79,2195,66.11,0,4,4,2018,8,57
1951,1488,119.99,0,6,4,2018,16,9
3576,6219,41.36,0,4,4,2018,15,44
4372,9477,17.65,0,7,4,2018,12,0
4036,1621,83.19,0,2,4,2018,9,54
4592,7301,54.22,0,7,4,2018,7,12
2504,2364,65.67,0,5,4,2018,13,37
2499,6100,3.17,0,5,4,2018,11,55
3445,8872,59.87,0,1,4,2018,9,4
3549,7717,23.12,0,4,4,2018,5,20
548,861,68.67,0,2,4,2018,12,2
161,3369,32.01,0,2,4,2018,10,5
2898,8224,91.24,0,7,4,2018,12,19
1206,639,14.21,0,2,4,2018,10,33
2714,7153,61.11,0,2,4,2018,7,53
333,4834,60.99,0,3,4,2018,13,30
3676,5543,79.28,0,3,4,2018,18,44
4174,2295,14.76,0,3,4,2018,13,59
2312,30,23.71,0,1,4,2018,13,11
4761,2861,45.78,0,6,4,2018,19,20
1470,6239,10.24,0,1,4,2018,12,28
3158,9451,79.13,0,3,4,2018,21,3
525,1977,76.46,0,3,4,2018,23,12
1834,8545,45.54,0,5,4,2018,11,52
708,9267,5.83,0,2,4,2018,12,33
2638,8822,154.16,0,2,4,2018,8,47
2146,6910,75.07,0,1,4,2018,12,54
688,7069,137.32,0,4,4,2018,5,43
683,1780,161.82,0,6,4,2018,10,55
1141,7135,165.82,0,5,4,2018,6,21
4334,994,23.28,0,7,4,2018,3,42
1973,6655,67.4,0,3,4,2018,4,26
3997,5091,118.16,0,3,4,2018,3,13
2135,9193,55.38,0,6,4,2018,10,28
2329,140,23.0,0,5,4,2018,8,8
3336,7352,32.22,0,3,4,2018,13,54
83,2720,64.08,0,1,4,2018,18,12
2388,4675,15.09,0,5,4,2018,16,28
934,6792,56.87,0,5,4,2018,11,52
4147,4225,160.93,0,6,4,2018,18,15
3371,9405,48.94,0,2,4,2018,7,30
426,4637,20.92,0,2,4,2018,14,16
2803,4860,97.72,0,4,4,2018,21,29
478,4755,38.05,0,4,4,2018,13,0
3140,1503,45.87,0,6,4,2018,8,29
877,6750,137.55,0,2,4,2018,5,17
4658,9137,9.45,0,4,4,2018,15,5
798,9839,107.91,0,5,4,2018,13,33
4952,8178,60.36,0,4,4,2018,10,6
1047,5904,76.69,0,2,4,2018,21,1
4347,2320,34.8,0,4,4,2018,23,42
2906,8625,88.55,0,2,4,2018,2,18
585,1030,26.25,0,1,4,2018,13,51
4515,5106,85.63,0,4,4,2018,17,42
571,9416,71.15,0,3,4,2018,13,54
801,1685,31.33,0,1,4,2018,10,22
2626,7104,33.24,0,5,4,2018,22,2
4641,1444,84.19,0,1,4,2018,16,40
2963,3742,9.62,0,3,4,2018,13,6
4869,4185,10.79,0,5,4,2018,12,12
115,9942,38.8,0,2,4,2018,11,31
1666,4951,8.29,0,4,4,2018,7,9
4316,5787,23.19,0,6,4,2018,8,17
4805,786,12.52,0,7,4,2018,6,45
3619,1193,49.06,0,4,4,2018,10,14
1656,5908,74.18,0,4,4,2018,7,42
2110,9832,69.91,0,5,4,2018,6,13
2052,8628,5.0,0,5,4,2018,15,55
1487,9559,128.03,0,5,4,2018,14,2
3891,2983,24.1,0,2,4,2018,13,59
918,7388,4.19,0,6,4,2018,7,50
3561,9262,1.06,0,3,4,2018,19,11
2024,8488,44.54,0,6,4,2018,12,28
4249,6683,110.68,0,3,4,2018,9,42
3927,8617,42.04,0,7,4,2018,9,53
565,8659,138.48,0,6,4,2018,15,44
3235,2160,77.88,0,3,4,2018,14,17
2194,41,49.04,0,4,4,2018,16,52
967,7956,30.15,0,7,4,2018,13,37
1391,6781,15.46,0,3,4,2018,17,29
3674,400,91.5,0,1,4,2018,22,19
4189,9374,15.55,0,4,4,2018,1,11
1626,3704,100.93,0,6,4,2018,2,31
1719,261,41.86,0,1,4,2018,7,1
755,6355,53.64,0,4,4,2018,17,49
1253,564,53.76,0,6,4,2018,8,1
4675,5028,35.45,0,6,4,2018,5,31
1159,9899,48.58,0,2,4,2018,5,13
842,5227,5.65,0,1,4,2018,18,30
1526,5844,196.05,0,3,4,2018,8,53
2249,1476,207.0,1,13,5,2018,18,10
4171,5371,72.93,0,5,4,2018,21,7
1178,2693,80.63,0,5,4,2018,11,19
2959,708,97.47,0,4,4,2018,17,28
554,9431,40.23,0,6,4,2018,8,40
4196,2513,29.68,0,2,4,2018,18,20
4372,8883,21.6,0,7,4,2018,12,32
2349,6756,25.46,0,1,4,2018,20,4
1870,5804,7.01,0,1,4,2018,13,35
2259,1200,21.4,0,1,4,2018,7,18
2899,6019,36.58,0,1,4,2018,0,22
3898,9001,62.73,0,1,4,2018,20,55
2329,873,24.3,0,5,4,2018,9,29
1609,6999,57.98,0,4,4,2018,18,27
475,5695,82.94,0,4,4,2018,10,53
596,6484,48.99,0,7,4,2018,13,35
582,7837,87.04,0,3,4,2018,6,14
4610,8502,67.55,0,5,4,2018,18,15
2801,6383,20.17,0,4,4,2018,11,52
4141,174,106.24,0,5,4,2018,13,14
3555,942,153.66,0,3,4,2018,7,45
288,9872,61.23,0,5,4,2018,17,23
3867,6678,33.23,0,1,4,2018,9,32
1350,4712,41.69,0,2,4,2018,13,8
1897,5339,11.49,0,1,4,2018,18,20
